post_id,user_id,post_text,post_date,sentiment_score,platform
992,19,Excited about the new event!,15-08-2025 11:34,0.0,
993,21,Excited about the new event!,29-06-2024 10:55,-1.0,Twitter
994,32,Traffic was terrible today.,30-09-2025 08:04,-0.7,
995,21,Looking forward to the next trip!,20-06-2024 21:35,0.1,Instagram
996,20,Can't wait for the holidays!,21-03-2025 19:05,-0.1,Facebook
997,44,The food was amazing at the restaurant!,08-12-2025 13:11,0.5,
998,11,Can't wait for the holidays!,22-09-2024 10:56,-0.9,Instagram
999,47,Looking forward to the weekend.,30-03-2025 22:11,-0.6,Instagram
1000,42,Not feeling well today.,13-04-2025 10:32,0.3,
1001,15,Traffic was terrible today.,20-12-2025 07:20,0.6,Twitter
1002,24,The new movie was decent.,11-09-2025 00:19,0.1,Instagram
1003,12,The weather is perfect today!,06-04-2025 04:56,0.3,Twitter
1004,38,Not feeling well today.,18-08-2025 17:19,-0.3,Instagram
1005,3,The commute was exhausting today.,24-02-2025 01:46,0.9,Facebook
1006,44,The commute was exhausting today.,06-09-2024 20:52,-0.7,Twitter
1007,23,Looking forward to the weekend.,18-05-2025 18:20,-0.9,
1008,47,Excited about the new event!,07-01-2025 03:14,-0.8,Instagram
1009,19,Excited about the new event!,24-12-2024 20:42,-0.4,
1010,49,Had a great day with family!,02-01-2025 02:49,-1.0,
1011,35,Had a peaceful day.,22-07-2025 06:51,-0.5,Facebook
1012,36,Feeling overwhelmed with work.,28-12-2025 13:00,-0.3,Instagram
1013,28,Enjoyed a nice day by the beach.,15-10-2025 23:52,0.6,Twitter
1014,20,Had an awesome workout!,02-10-2025 15:13,0.7,
1015,8,Looking forward to the next trip!,22-12-2025 23:54,-0.7,
1016,38,Feeling overwhelmed with work.,03-02-2025 04:53,0.7,Twitter
1017,16,Traffic was terrible today.,27-07-2024 19:01,-0.5,Facebook
1018,4,Feeling overwhelmed with work.,02-10-2025 16:32,0.8,Instagram
1019,36,The commute was exhausting today.,22-10-2025 16:44,0.0,Facebook
1020,34,Excited for the next adventure!,27-10-2024 19:39,0.0,Twitter
1021,45,Feeling overwhelmed with work.,11-11-2024 00:43,0.4,
1022,14,Excited for the next adventure!,23-12-2025 22:00,-0.5,Facebook
1023,13,Traffic was terrible today.,25-12-2024 15:48,-0.5,
1024,9,Not feeling well today.,03-10-2025 17:00,0.2,Twitter
1025,36,The new movie was decent.,16-07-2025 14:22,-0.6,Twitter
1026,42,The new movie was decent.,02-12-2024 13:29,-0.1,
1027,35,"Had an okay day, nothing special.",23-07-2024 04:07,-0.4,Instagram
1028,26,Excited about the new event!,18-07-2025 16:25,0.9,Facebook
1029,6,Feeling stressed about work.,13-02-2025 11:16,-0.3,
1030,2,The commute was exhausting today.,06-10-2025 07:56,-0.1,
1031,1,Had a great day with family!,27-01-2025 09:37,-0.4,
1032,45,Feeling bored today.,13-11-2024 06:45,-0.5,Twitter
1033,21,Had a great day with family!,04-03-2025 03:25,-0.1,Instagram
1034,38,Feeling stressed about work.,31-08-2024 14:55,0.1,Twitter
1035,16,Feeling stressed about work.,07-11-2024 15:10,-0.1,Instagram
1036,50,The food was amazing at the restaurant!,20-10-2025 18:13,-0.6,Instagram
1037,4,Looking forward to the next trip!,13-02-2025 14:22,-0.9,Twitter
1038,47,The weather is perfect today!,23-08-2024 02:10,-0.4,Facebook
1039,43,Excited for the next adventure!,20-02-2025 07:43,-0.3,
1040,40,Looking forward to the weekend.,22-10-2024 17:38,0.1,Instagram
1041,24,Not feeling well today.,09-05-2025 16:38,0.5,Instagram
1042,22,Excited about the new event!,12-03-2025 00:51,0.9,
1043,2,Not feeling well today.,23-09-2025 08:17,0.2,Facebook
1044,20,The new movie was decent.,03-05-2025 18:16,0.8,Instagram
1045,1,The weather is perfect today!,24-09-2024 02:58,0.6,Facebook
1046,15,The commute was exhausting today.,11-06-2025 17:27,0.8,
1047,22,Had a peaceful day.,11-06-2025 10:37,-1.0,Instagram
1048,1,The food was amazing at the restaurant!,19-09-2025 15:08,0.8,Twitter
1049,1,Looking forward to the weekend.,01-04-2025 15:30,-0.4,
1050,5,The new movie was decent.,16-02-2025 15:29,0.1,Instagram
1051,44,Excited for the next adventure!,19-07-2024 06:05,0.7,Facebook
1052,4,Feeling overwhelmed with work.,09-08-2025 23:52,-0.8,Instagram
1053,8,Had a great day with family!,12-10-2024 20:57,0.3,
1054,33,Had a peaceful day.,26-10-2025 00:09,-0.4,Instagram
1055,45,"Had an okay day, nothing special.",18-06-2025 04:53,0.1,Facebook
1056,42,Enjoyed a relaxing evening.,22-05-2025 23:28,-0.1,Facebook
1057,43,Excited for the next adventure!,04-11-2025 06:02,0.4,Twitter
1058,12,The new movie was decent.,12-12-2025 04:57,-0.9,Facebook
1059,16,Not feeling well today.,27-03-2025 03:11,0.1,Instagram
1060,23,The weather is perfect today!,30-12-2025 08:10,0.7,Twitter
1061,18,Enjoyed a relaxing evening.,14-04-2025 21:19,0.9,Twitter
1062,49,The weather is perfect today!,12-07-2024 22:21,0.6,Twitter
1063,28,Feeling overwhelmed with work.,04-07-2024 17:58,-0.8,
1064,37,Looking forward to the weekend.,11-07-2024 20:29,-0.2,Twitter
1065,21,The food was amazing at the restaurant!,25-06-2025 17:34,-0.0,Instagram
1066,43,Enjoyed a relaxing evening.,13-08-2024 05:35,-0.2,Instagram
1067,38,The new movie was decent.,03-12-2024 19:47,-0.9,Facebook
1068,41,Had a peaceful day.,12-08-2024 22:33,0.2,Instagram
1069,18,Excited for the next adventure!,14-10-2025 16:09,-0.0,Instagram
1070,36,Excited for the next adventure!,14-05-2025 10:01,-0.5,Instagram
1071,37,Traffic was terrible today.,20-08-2024 15:33,-0.9,
1072,19,Not feeling well today.,02-11-2024 21:47,0.4,Instagram
1073,35,Feeling stressed about work.,17-11-2025 22:02,0.1,Instagram
1074,45,The food was amazing at the restaurant!,29-11-2025 07:18,-0.1,Instagram
1075,18,Feeling overwhelmed with work.,05-09-2025 07:46,0.8,Twitter
1076,41,The commute was exhausting today.,13-09-2025 03:30,0.5,
1077,34,Looking forward to the weekend.,25-10-2024 12:59,-0.2,Twitter
1078,35,Had an awesome workout!,16-06-2025 08:14,-0.0,
1079,47,Feeling bored today.,27-10-2024 20:39,0.8,Facebook
1080,12,The weather is perfect today!,11-06-2025 05:15,0.1,Twitter
1081,33,"Had an okay day, nothing special.",29-09-2024 08:58,-0.8,
1082,2,The food was amazing at the restaurant!,06-03-2025 09:49,0.1,Instagram
1083,46,Looking forward to the next trip!,22-01-2025 01:20,-0.3,Instagram
1084,17,The commute was exhausting today.,05-04-2025 10:08,-0.3,Facebook
1085,12,The food was amazing at the restaurant!,13-07-2025 20:20,0.2,
1086,28,The commute was exhausting today.,23-03-2025 00:42,-0.7,Instagram
1087,14,The weather is perfect today!,22-09-2025 00:13,-0.9,Instagram
1088,3,Looking forward to the weekend.,19-08-2024 14:26,-0.6,Facebook
1089,12,Had a great day with family!,22-12-2025 00:55,0.5,Instagram
1090,38,Enjoyed a relaxing evening.,23-08-2025 10:04,-0.1,Instagram
1091,24,Looking forward to the next trip!,11-07-2025 17:16,-0.2,
1092,24,The commute was exhausting today.,13-12-2024 01:36,0.6,Twitter
1093,29,Can't wait for the holidays!,14-10-2024 17:26,-0.8,Twitter
1094,8,"Had an okay day, nothing special.",15-11-2025 06:27,-0.7,Facebook
1095,18,"Had an okay day, nothing special.",16-07-2025 17:19,-0.7,Twitter
1096,29,Looking forward to the next trip!,08-10-2025 11:46,-0.8,Facebook
1097,29,Feeling overwhelmed with work.,27-08-2024 23:57,0.8,Twitter
1098,14,"Had an okay day, nothing special.",16-01-2025 03:18,0.6,Twitter
1099,15,Feeling stressed about work.,06-08-2025 03:29,0.3,
1100,8,The new movie was decent.,04-11-2024 00:43,0.3,
1101,22,Enjoyed a nice day by the beach.,10-12-2024 12:47,0.7,
1102,13,Enjoyed a nice day by the beach.,23-07-2024 07:48,1.0,
1103,10,Enjoyed a relaxing evening.,30-01-2025 11:18,0.8,Facebook
1104,29,Had an awesome workout!,10-11-2025 03:03,-0.2,
1105,8,The food was amazing at the restaurant!,20-07-2024 11:09,-0.8,Facebook
1106,23,Excited about the new event!,28-09-2025 11:56,0.5,Twitter
1107,32,Had a peaceful day.,13-07-2025 12:00,0.7,Instagram
1108,20,The weather is perfect today!,01-08-2025 11:59,-0.5,Instagram
1109,29,Enjoyed a nice day by the beach.,15-10-2024 21:08,-0.3,Twitter
1110,28,Had an awesome workout!,10-08-2025 05:23,0.1,Twitter
1111,41,"Had an okay day, nothing special.",15-06-2025 19:25,-0.9,
1112,50,Feeling overwhelmed with work.,11-06-2024 19:48,0.0,Twitter
1113,29,Looking forward to the weekend.,15-06-2025 14:52,0.1,Twitter
1114,42,Feeling overwhelmed with work.,10-10-2024 02:58,0.9,Instagram
1115,7,The commute was exhausting today.,03-09-2024 08:15,-0.9,
1116,14,Feeling overwhelmed with work.,17-06-2025 12:20,-0.1,
1117,49,The new movie was decent.,31-07-2025 08:18,0.0,
1118,35,Feeling stressed about work.,16-10-2025 07:55,-0.9,Twitter
1119,26,The food was amazing at the restaurant!,08-08-2024 19:00,-0.2,
1120,19,The food was amazing at the restaurant!,15-02-2025 16:17,0.0,
1121,12,Enjoyed a relaxing evening.,10-06-2024 13:16,0.9,Instagram
1122,32,The new movie was decent.,24-07-2024 08:29,-0.6,Facebook
1123,44,The commute was exhausting today.,22-10-2025 04:04,0.2,Twitter
1124,30,Feeling bored today.,27-08-2024 18:08,0.0,
1125,48,Excited for the next adventure!,17-04-2025 19:43,1.0,Facebook
1126,12,Enjoyed a relaxing evening.,10-10-2024 03:12,-1.0,Facebook
1127,19,Looking forward to the weekend.,24-11-2024 21:40,0.7,Instagram
1128,3,Excited about the new event!,14-12-2024 10:50,0.3,
1129,25,Feeling bored today.,06-12-2025 06:54,-0.4,
1130,15,Feeling stressed about work.,02-09-2024 04:17,0.0,Facebook
1131,36,The weather is perfect today!,25-04-2025 12:40,-0.1,Twitter
1132,40,Had a great day with family!,17-10-2025 01:04,-0.8,
1133,12,The weather is perfect today!,11-08-2025 20:17,1.0,Facebook
1134,44,Excited for the next adventure!,28-12-2025 01:40,0.1,
1135,7,Looking forward to the weekend.,18-12-2025 20:51,-0.9,Facebook
1136,31,The weather is perfect today!,22-06-2024 13:50,-0.2,Twitter
1137,48,The weather is perfect today!,26-07-2024 05:47,0.9,Facebook
1138,30,Not feeling well today.,16-09-2025 20:07,-0.9,
1139,21,Had a peaceful day.,13-05-2025 13:29,0.2,Instagram
1140,49,Excited for the next adventure!,02-09-2025 14:02,0.3,Instagram
1141,28,Had a peaceful day.,15-12-2024 15:53,-0.5,Twitter
1142,50,The new movie was decent.,17-09-2024 14:23,0.1,Facebook
1143,20,Feeling bored today.,27-10-2024 19:35,0.5,Twitter
1144,22,Looking forward to the weekend.,17-11-2024 04:23,0.1,Facebook
1145,45,Enjoyed a relaxing evening.,27-09-2024 12:30,0.7,Twitter
1146,44,The new movie was decent.,12-04-2025 01:09,0.8,Instagram
1147,46,Traffic was terrible today.,02-03-2025 04:21,-0.9,
1148,28,Enjoyed a nice day by the beach.,08-07-2024 04:11,0.5,
1149,8,The new movie was decent.,08-11-2025 07:21,0.2,Twitter
1150,42,Had a great day with family!,29-04-2025 18:05,-0.2,Instagram
1151,21,Excited about the new event!,15-10-2024 23:05,0.8,Facebook
1152,48,Traffic was terrible today.,14-10-2024 08:50,0.7,
1153,27,The food was amazing at the restaurant!,11-11-2024 04:47,0.9,Twitter
1154,33,Enjoyed a relaxing evening.,31-07-2024 11:39,0.6,
1155,37,Feeling overwhelmed with work.,21-12-2024 01:35,-0.5,Instagram
1156,7,Not feeling well today.,08-08-2025 19:09,0.7,Facebook
1157,8,Had an awesome workout!,22-08-2025 15:46,-0.3,
1158,11,Had an awesome workout!,03-10-2024 23:45,0.9,
1159,22,Enjoyed a nice day by the beach.,05-11-2024 03:06,-0.4,Instagram
1160,25,Can't wait for the holidays!,26-11-2024 06:09,-0.4,Instagram
1161,49,The commute was exhausting today.,29-11-2024 07:53,0.5,Facebook
1162,14,Not feeling well today.,12-07-2025 11:23,0.1,Facebook
1163,47,Looking forward to the next trip!,20-10-2024 00:54,-0.1,
1164,20,Feeling overwhelmed with work.,20-06-2025 04:22,-0.7,Instagram
1165,11,Excited about the new event!,05-01-2025 18:10,-0.8,Instagram
1166,39,Not feeling well today.,27-05-2025 20:27,-0.7,Instagram
1167,2,The food was amazing at the restaurant!,03-09-2024 03:10,-0.2,Instagram
1168,28,Feeling bored today.,07-06-2025 05:05,-0.8,Facebook
1169,5,Had an awesome workout!,12-06-2024 23:37,0.7,Facebook
1170,11,Feeling bored today.,02-12-2024 13:10,0.8,Instagram
1171,43,Looking forward to the weekend.,17-04-2025 03:48,-0.7,Facebook
1172,1,Feeling stressed about work.,16-10-2024 01:26,-0.5,Instagram
1173,27,Excited about the new event!,15-07-2024 10:32,0.1,Twitter
1174,28,"Had an okay day, nothing special.",26-05-2025 19:59,-0.4,Instagram
1175,41,Enjoyed a nice day by the beach.,23-07-2025 07:30,0.9,
1176,7,Excited about the new event!,29-08-2025 00:52,0.1,
1177,38,The weather is perfect today!,16-04-2025 00:41,0.3,Facebook
1178,12,Feeling bored today.,26-03-2025 08:36,0.1,Twitter
1179,40,The food was amazing at the restaurant!,28-01-2025 05:44,0.8,Facebook
1180,15,Excited for the next adventure!,23-06-2024 01:46,0.9,
1181,8,The food was amazing at the restaurant!,11-10-2024 02:37,0.4,Facebook
1182,12,The food was amazing at the restaurant!,08-12-2025 16:52,-0.2,Facebook
1183,31,Not feeling well today.,24-01-2025 20:51,0.8,Instagram
1184,49,Feeling overwhelmed with work.,30-10-2025 07:43,-0.2,
1185,26,Enjoyed a nice day by the beach.,31-07-2024 15:10,0.5,Instagram
1186,34,Had a peaceful day.,20-04-2025 04:47,0.7,Instagram
1187,49,Enjoyed a relaxing evening.,18-07-2024 13:28,-0.3,
1188,23,Excited for the next adventure!,08-10-2025 07:40,-0.1,
1189,47,Excited about the new event!,14-08-2024 18:13,-0.5,
1190,10,The weather is perfect today!,10-12-2025 23:42,-0.7,
1191,22,Not feeling well today.,30-10-2024 15:55,-0.2,
1192,7,Can't wait for the holidays!,08-02-2025 21:18,0.8,Instagram
1193,36,Traffic was terrible today.,19-05-2025 01:44,-0.2,
1194,26,Looking forward to the weekend.,06-11-2025 09:17,-0.8,Facebook
1195,5,"Had an okay day, nothing special.",15-05-2025 01:06,-0.5,Twitter
1196,31,Feeling stressed about work.,28-07-2024 06:29,0.6,Facebook
1197,14,"Had an okay day, nothing special.",05-05-2025 01:08,-0.3,Twitter
1198,30,Feeling bored today.,08-11-2024 02:22,0.8,Twitter
1199,2,Can't wait for the holidays!,20-11-2024 13:10,0.8,
1200,49,Not feeling well today.,14-04-2025 06:10,-1.0,Twitter
1201,44,Not feeling well today.,09-07-2024 03:40,0.7,Facebook
1202,39,Can't wait for the holidays!,02-06-2025 07:04,0.2,
1203,24,Had a peaceful day.,09-02-2025 00:45,0.3,Facebook
1204,3,The weather is perfect today!,09-06-2025 19:49,0.9,Twitter
1205,11,The weather is perfect today!,17-09-2024 09:32,0.7,Twitter
1206,22,Excited for the next adventure!,17-08-2024 21:25,-0.2,Instagram
1207,42,Traffic was terrible today.,11-09-2024 01:26,0.4,Twitter
1208,3,Looking forward to the weekend.,08-12-2024 19:11,0.1,
1209,40,"Had an okay day, nothing special.",04-10-2024 15:10,-0.3,Instagram
1210,14,The commute was exhausting today.,12-04-2025 21:19,0.0,Twitter
1211,34,Can't wait for the holidays!,11-08-2024 14:37,-0.0,Twitter
1212,29,The commute was exhausting today.,23-06-2025 01:10,-0.1,Instagram
1213,50,Had a great day with family!,01-07-2024 19:40,0.3,
1214,41,Traffic was terrible today.,31-12-2024 18:14,1.0,
1215,8,Excited about the new event!,26-06-2024 12:16,0.3,
1216,7,Feeling bored today.,15-06-2024 02:32,0.4,Facebook
1217,5,Feeling bored today.,05-11-2024 05:55,0.2,Instagram
1218,1,Traffic was terrible today.,22-08-2025 20:52,-0.4,
1219,32,Excited for the next adventure!,24-11-2025 11:12,-0.7,Instagram
1220,46,Feeling overwhelmed with work.,18-06-2025 09:13,-0.9,Twitter
1221,24,Looking forward to the next trip!,01-09-2024 16:44,0.8,Instagram
1222,22,"Had an okay day, nothing special.",16-09-2024 01:17,-0.1,Twitter
1223,43,The commute was exhausting today.,28-09-2024 04:48,-0.2,Twitter
1224,42,Enjoyed a nice day by the beach.,25-10-2024 15:26,0.3,
1225,47,Had a peaceful day.,18-02-2025 00:34,-0.4,Twitter
1226,35,Traffic was terrible today.,05-11-2025 04:13,-0.5,Facebook
1227,3,Traffic was terrible today.,23-09-2024 01:33,-0.4,
1228,12,Excited for the next adventure!,20-07-2024 01:23,-0.2,Facebook
1229,16,The weather is perfect today!,12-08-2024 18:05,-0.1,Twitter
1230,21,The new movie was decent.,30-11-2024 23:40,0.4,Twitter
1231,34,The food was amazing at the restaurant!,05-10-2025 12:08,-0.0,Facebook
1232,44,"Had an okay day, nothing special.",26-08-2024 13:40,-0.7,
1233,50,Had an awesome workout!,28-11-2024 22:54,0.3,Instagram
1234,27,Not feeling well today.,16-07-2025 20:03,0.6,Instagram
1235,13,Looking forward to the next trip!,09-11-2024 13:54,-0.3,Facebook
1236,6,Excited about the new event!,26-06-2024 23:40,-0.8,Facebook
1237,40,Looking forward to the next trip!,09-08-2025 17:16,-0.7,Twitter
1238,18,Traffic was terrible today.,24-08-2024 02:44,0.3,Instagram
1239,1,The commute was exhausting today.,10-10-2025 13:36,-0.5,
1240,41,Traffic was terrible today.,14-07-2024 12:05,-0.8,
1241,25,Feeling bored today.,16-01-2025 13:49,0.5,Twitter
1242,24,Had an awesome workout!,14-11-2024 15:04,-0.7,Facebook
1243,1,Traffic was terrible today.,13-11-2024 18:06,-0.2,
1244,33,The weather is perfect today!,03-08-2025 15:32,-0.1,
1245,36,The commute was exhausting today.,26-10-2025 10:51,-0.6,Twitter
1246,38,Feeling bored today.,19-09-2025 18:19,-0.6,
1247,21,Can't wait for the holidays!,08-06-2025 16:25,0.6,Instagram
1248,38,Can't wait for the holidays!,31-10-2025 03:05,0.6,Twitter
1249,40,Can't wait for the holidays!,15-04-2025 16:00,0.7,Facebook
1250,16,Feeling overwhelmed with work.,22-11-2024 23:05,0.2,Twitter
1251,1,Excited about the new event!,28-01-2025 09:42,0.8,Facebook
1252,8,Looking forward to the weekend.,24-11-2024 16:53,0.4,Facebook
1253,46,Had a great day with family!,18-07-2025 12:34,0.4,Instagram
1254,6,Not feeling well today.,07-06-2025 08:21,-0.6,
1255,30,"Had an okay day, nothing special.",23-02-2025 09:10,-0.7,Facebook
1256,29,The food was amazing at the restaurant!,27-12-2025 14:00,0.8,Facebook
1257,36,The food was amazing at the restaurant!,18-04-2025 09:38,-0.2,Facebook
1258,49,Excited about the new event!,17-07-2025 18:41,0.5,Facebook
1259,8,The commute was exhausting today.,19-07-2025 13:36,0.2,Twitter
1260,36,Feeling overwhelmed with work.,08-12-2025 20:33,0.7,Twitter
1261,17,The food was amazing at the restaurant!,22-09-2025 06:57,0.3,Twitter
1262,21,Looking forward to the weekend.,16-08-2024 01:14,0.9,Facebook
1263,40,Looking forward to the next trip!,08-07-2025 07:59,0.4,Twitter
1264,45,The food was amazing at the restaurant!,27-06-2025 02:53,0.4,Twitter
1265,22,The weather is perfect today!,30-05-2025 20:30,-1.0,Twitter
1266,2,Looking forward to the next trip!,21-07-2025 08:12,0.7,
1267,37,Looking forward to the next trip!,13-03-2025 03:26,-0.3,Instagram
1268,13,Looking forward to the next trip!,17-09-2025 08:04,0.2,Facebook
1269,45,Had an awesome workout!,03-12-2025 19:36,-1.0,Twitter
1270,5,"Had an okay day, nothing special.",09-03-2025 15:37,-0.0,Instagram
1271,49,Feeling overwhelmed with work.,11-09-2025 05:11,-0.1,
1272,27,"Had an okay day, nothing special.",23-08-2025 14:13,0.2,
1273,19,The new movie was decent.,27-08-2025 03:56,0.4,
1274,12,The commute was exhausting today.,27-03-2025 18:57,0.5,Twitter
1275,50,Feeling bored today.,09-07-2024 09:01,-0.1,Instagram
1276,11,The food was amazing at the restaurant!,01-08-2024 11:01,0.2,Instagram
1277,41,The commute was exhausting today.,28-05-2025 15:39,0.3,Twitter
1278,13,Had an awesome workout!,30-01-2025 10:45,0.3,Instagram
1279,38,The new movie was decent.,03-07-2025 15:00,-0.7,
1280,28,Feeling bored today.,04-08-2025 00:14,-0.4,Twitter
1281,34,Feeling overwhelmed with work.,03-05-2025 04:26,-0.1,Facebook
1282,25,Traffic was terrible today.,08-08-2025 02:13,0.5,
1283,49,Traffic was terrible today.,25-05-2025 00:08,0.4,Twitter
1284,38,Excited about the new event!,27-04-2025 09:10,-0.7,Twitter
1285,21,Feeling overwhelmed with work.,02-04-2025 17:10,-0.3,Facebook
1286,5,Excited for the next adventure!,08-12-2024 02:51,0.8,
1287,16,Can't wait for the holidays!,02-03-2025 16:36,-0.9,Facebook
1288,5,Can't wait for the holidays!,20-07-2025 19:55,0.8,Facebook
1289,12,The weather is perfect today!,24-11-2024 00:59,0.7,Instagram
1290,14,"Had an okay day, nothing special.",04-04-2025 02:57,-0.0,Facebook
1291,5,Feeling overwhelmed with work.,03-12-2024 23:32,0.8,Twitter
1292,9,The new movie was decent.,08-03-2025 21:42,-0.4,Twitter
1293,23,Feeling overwhelmed with work.,18-07-2025 23:46,0.4,Twitter
1294,28,The commute was exhausting today.,13-04-2025 19:33,-1.0,
1295,42,Feeling overwhelmed with work.,27-10-2024 07:21,-0.1,Twitter
1296,32,The food was amazing at the restaurant!,09-12-2024 09:44,-0.4,Instagram
1297,29,Feeling bored today.,22-07-2025 09:13,0.2,
1298,19,Had an awesome workout!,22-10-2024 22:08,-0.1,
1299,30,Feeling bored today.,05-10-2025 07:50,-0.9,Instagram
1300,33,Excited about the new event!,05-12-2024 10:14,-0.3,Facebook
1301,7,Not feeling well today.,05-04-2025 08:32,0.5,Twitter
1302,24,Feeling overwhelmed with work.,18-09-2025 21:44,-0.6,Twitter
1303,30,The weather is perfect today!,17-12-2025 04:41,0.7,Twitter
1304,24,Had a great day with family!,01-08-2024 11:42,-0.4,Instagram
1305,9,Had a peaceful day.,16-09-2025 15:24,0.6,Facebook
1306,47,Excited about the new event!,12-06-2025 22:22,-0.3,
1307,1,The weather is perfect today!,05-07-2024 15:42,0.2,Facebook
1308,3,Feeling bored today.,12-07-2024 16:05,0.3,
1309,47,Had a peaceful day.,22-02-2025 21:38,0.8,Facebook
1310,15,Feeling bored today.,16-05-2025 12:39,0.3,Twitter
1311,8,Feeling stressed about work.,15-08-2024 22:44,-0.8,Facebook
1312,24,"Had an okay day, nothing special.",22-05-2025 05:40,-0.7,Facebook
1313,32,The food was amazing at the restaurant!,14-02-2025 10:08,0.5,Facebook
1314,23,"Had an okay day, nothing special.",05-12-2024 05:06,-0.9,Facebook
1315,41,Traffic was terrible today.,08-01-2025 01:21,-0.7,
1316,14,Enjoyed a relaxing evening.,20-12-2024 10:30,-0.7,Instagram
1317,13,Feeling stressed about work.,10-01-2025 18:19,0.3,Instagram
1318,19,Feeling bored today.,28-12-2025 13:08,-0.2,Facebook
1319,25,"Had an okay day, nothing special.",07-02-2025 17:33,-0.8,Instagram
1320,41,Had a peaceful day.,28-04-2025 10:03,0.2,Instagram
1321,3,Excited for the next adventure!,28-11-2025 12:48,-0.7,Facebook
1322,15,Had a great day with family!,21-07-2025 11:50,0.7,Twitter
1323,4,Looking forward to the weekend.,16-12-2024 13:11,-0.2,Facebook
1324,3,The food was amazing at the restaurant!,06-05-2025 04:55,-0.2,
1325,11,Not feeling well today.,27-08-2024 22:24,-0.3,Facebook
1326,42,Had a peaceful day.,27-08-2024 22:19,1.0,Facebook
1327,29,Excited for the next adventure!,08-06-2025 03:53,0.7,Instagram
1328,5,Had a peaceful day.,24-12-2024 11:44,0.8,Instagram
1329,36,Looking forward to the weekend.,21-10-2024 10:20,0.6,Instagram
1330,13,Had a peaceful day.,23-03-2025 07:13,0.9,Twitter
1331,22,The commute was exhausting today.,18-05-2025 20:31,0.9,
1332,18,Had a great day with family!,28-09-2025 01:10,0.2,Facebook
1333,33,Traffic was terrible today.,17-07-2024 00:12,0.3,Facebook
1334,41,Traffic was terrible today.,04-10-2024 22:57,0.9,Twitter
1335,8,Feeling overwhelmed with work.,15-11-2025 18:46,-0.2,Instagram
1336,21,"Had an okay day, nothing special.",26-06-2024 17:19,-0.7,Twitter
1337,41,Feeling bored today.,03-07-2024 04:08,-0.7,
1338,16,Can't wait for the holidays!,23-01-2025 11:48,0.0,Facebook
1339,22,"Had an okay day, nothing special.",10-06-2024 03:19,-0.2,Facebook
1340,20,Enjoyed a nice day by the beach.,03-10-2024 00:26,0.3,Facebook
1341,37,Feeling bored today.,16-09-2025 19:32,-0.6,Instagram
1342,20,The weather is perfect today!,29-04-2025 22:24,-0.9,
1343,6,Not feeling well today.,02-08-2025 09:45,-0.7,Instagram
1344,44,Looking forward to the next trip!,03-12-2025 23:29,-0.4,Instagram
1345,11,Looking forward to the next trip!,24-07-2024 16:37,0.3,Facebook
1346,46,Excited for the next adventure!,19-01-2025 20:07,-1.0,Twitter
1347,3,Had a peaceful day.,27-03-2025 10:34,-0.3,
1348,49,The new movie was decent.,23-10-2025 15:06,0.1,
1349,1,Excited for the next adventure!,21-11-2025 13:25,0.8,Facebook
1350,5,Looking forward to the next trip!,23-08-2024 12:23,0.2,Twitter
1351,46,Looking forward to the weekend.,18-10-2024 02:36,0.9,
1352,18,Had a peaceful day.,21-11-2024 06:49,-0.4,Twitter
1353,22,Feeling stressed about work.,14-11-2024 20:53,0.6,Facebook
1354,39,Not feeling well today.,20-06-2025 17:28,-0.8,Facebook
1355,6,Had a peaceful day.,11-10-2024 10:17,0.7,
1356,15,"Had an okay day, nothing special.",26-07-2024 08:19,0.0,Facebook
1357,18,Looking forward to the weekend.,07-05-2025 05:54,0.3,Facebook
1358,50,Looking forward to the next trip!,04-09-2024 01:33,0.8,
1359,50,Feeling stressed about work.,02-07-2025 02:43,-0.9,Facebook
1360,19,Looking forward to the next trip!,16-01-2025 09:43,-0.4,Twitter
1361,21,Not feeling well today.,19-10-2025 15:14,-0.5,
1362,1,Had a great day with family!,17-04-2025 13:27,-0.4,Instagram
1363,23,Had a great day with family!,15-11-2025 21:41,0.6,Facebook
1364,41,Can't wait for the holidays!,03-03-2025 21:54,-0.9,Facebook
1365,12,The food was amazing at the restaurant!,15-07-2025 11:24,0.8,Twitter
1366,34,Looking forward to the weekend.,11-09-2025 13:16,-0.8,Twitter
1367,37,Had an awesome workout!,30-01-2025 08:44,0.2,
1368,7,Looking forward to the weekend.,26-09-2025 21:15,0.5,Facebook
1369,8,Not feeling well today.,11-12-2025 23:55,0.2,Instagram
1370,24,The commute was exhausting today.,18-12-2024 05:19,0.6,Facebook
1371,8,Looking forward to the next trip!,26-07-2025 03:31,0.7,
1372,1,Enjoyed a relaxing evening.,30-12-2024 00:30,-0.2,Twitter
1373,27,The weather is perfect today!,26-12-2025 05:07,0.2,Facebook
1374,8,Enjoyed a nice day by the beach.,07-03-2025 13:00,0.7,Twitter
1375,20,Looking forward to the next trip!,01-10-2025 07:26,0.7,Instagram
1376,21,Feeling bored today.,10-02-2025 02:11,-0.8,Twitter
1377,40,Feeling stressed about work.,15-10-2025 00:12,0.5,Twitter
1378,42,Enjoyed a relaxing evening.,05-06-2025 00:33,0.2,Instagram
1379,15,Excited about the new event!,01-11-2024 16:35,-0.7,Twitter
1380,40,The weather is perfect today!,18-07-2025 04:59,-1.0,Instagram
1381,11,Excited for the next adventure!,10-08-2024 13:24,0.8,Twitter
